SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-23-2022,Townhouse,58B Young St,Ottawa,ON,K1S 3H9,725000,3,1.5,Ottawa,,1850,,,,,Sold,,,https://www.redfin.com/on/ottawa/58b-Young-St-K1S-3H9/home/149406222,TREB,X5497906,Y,Y,45.4014993,-75.7138402
PAST SALE,December-28-2021,Condo/Co-op,900 Dynes Rd #407,Ottawa,ON,K2C 3L6,299000,2,1.0,Carleton Square,,,1975,,,641,Sold,,,https://www.redfin.com/on/ottawa/900-Dynes-Rd-K2C-0J5/unit-407/home/149011281,OREB,1273415,Y,Y,45.3695023,-75.7043775
PAST SALE,June-13-2022,Single Family Residential,3058 John Shaw Rd,Kinburn,ON,K0A 2H0,829900,3,2.5,Kinburn,,64468,1995,,,,Sold,,,https://www.redfin.com/on/ottawa/3058-John-Shaw-Rd-K0A-2H0/home/149976770,OREB,1289614,Y,Y,45.368764,-76.131957
PAST SALE,March-11-2022,Single Family Residential,2740 Cassels St,Ottawa,ON,K2B 8C2,1170000,3,2.5,Nepean,,9370,,,,,Sold,,,https://www.redfin.com/on/ottawa/2740-Cassels-St-K2B-5W4/home/148966727,TREB,X5509307,Y,Y,45.3721756,-75.8003522
PAST SALE,April-12-2022,Condo/Co-op,111 Echo Dr #505,Ottawa,ON,K1S 5K8,1500000,3,3.5,Canal,,,1984,,,3668,Sold,,,https://www.redfin.com/on/ottawa/111-Echo-Dr-K1S-5P6/unit-505/home/149169352,OREB,1272114,Y,Y,45.4157505,-75.6809757
PAST SALE,April-11-2022,Condo/Co-op,6402 Bilberry Dr,Ottawa,ON,K1C 4P4,410000,2,1.5,Orleans Wood,,,1984,,,278,Sold,,,https://www.redfin.com/on/ottawa/6402-Bilberry-Dr-K1C/home/149206092,OREB,1285975,Y,Y,45.4837022,-75.5346665
PAST SALE,March-17-2022,Condo/Co-op,88 Richmond Rd #205,Ottawa,ON,K1Z 0B3,446500,1,1.0,Westboro,,,2015,,,448,Sold,,,https://www.redfin.com/on/ottawa/88-Richmond-Rd-K1Z-6V9/unit-205/home/170477292,OREB,1279244,Y,Y,45.3964636,-75.7435108
PAST SALE,February-8-2022,Condo/Co-op,215 Parkdale Ave #809,Ottawa,ON,K1Y 4T8,549000,2,2.0,Mechanicsville,,,1990,,,623,Sold,,,https://www.redfin.com/on/ottawa/215-Parkdale-Ave-K1Y-4T8/unit-809/home/148955101,OREB,1276948,Y,Y,45.4057355,-75.7317405
PAST SALE,May-13-2022,Single Family Residential,12 Western Ave,Ottawa,ON,K1Y 0L4,590000,2,1.0,Wellington Village,,1598,1930,,,,Sold,,,https://www.redfin.com/on/ottawa/12-Western-Ave-K1Y-0L4/home/149118581,OREB,1287581,Y,Y,45.4004474,-75.7411485
PAST SALE,February-12-2022,Condo/Co-op,1014 Bank St #505,Ottawa,ON,K1S 3W8,630000,2,1.5,The Glebe,,,2010,,,1582,Sold,,,https://www.redfin.com/on/ottawa/1014-Bank-St-K1S-3W7/unit-505/home/149379467,OREB,1248282,Y,Y,45.3979139,-75.6856424
PAST SALE,June-3-2022,Single Family Residential,768 Sanibel Pvt,Ottawa,ON,K2H 0A8,540000,3,2.5,Westcliffe Estates,,1125,2012,,,64,Sold,,,https://www.redfin.com/on/ottawa/768-Sanibel-Pvt-K2H-6P6/home/150790857,OREB,1289955,Y,Y,45.3103136,-75.8291424
PAST SALE,,Single Family Residential,22 Aldgate Cres,Nepean,ON,K2J 2G4,,,,,,,,,,,,,,https://www.redfin.com/on/ottawa/22-Aldgate-Cres-K2J-2G4/home/149169572,,,Y,Y,45.2739075,-75.761823
PAST SALE,March-22-2022,Single Family Residential,722 Beaudelaire Dr,Orleans,ON,K4A 0S4,1325000,4,4.5,Orleans,,4625,2010,,,,Sold,,,https://www.redfin.com/on/ottawa/722-Beaudelaire-Dr-K4A-0L5/home/148849778,OREB,1283130,Y,Y,45.4451611,-75.4698064
PAST SALE,April-20-2022,Single Family Residential,321 Horseshoe Cres,Ottawa,ON,K2S 0B6,768000,3,3.0,Jackson Trails,,3234,2008,,,,Sold,,,https://www.redfin.com/on/ottawa/321-Horseshoe-Cres-K2S-0B6/home/148865973,OREB,1287490,Y,Y,45.2756319,-75.928663
PAST SALE,March-22-2023,Single Family Residential,1132 St-germain Cres,Ottawa,ON,K1C 2L8,699000,3,1.5,Convent Glen,,4588,1979,,,,Sold,,,https://www.redfin.com/on/ottawa/1132-St-Germain-Cres-K1C-2L8/home/149020649,OREB,1333481,Y,Y,45.476587,-75.5430168
PAST SALE,May-9-2022,Condo/Co-op,158B Mcarthur Ave #208,Ottawa,ON,K1L 8C9,343500,3,1.0,Vanier,,,1972,,,639,Sold,,,https://www.redfin.com/on/ottawa/158-B-McArthur-Ave-K1L-8C9/unit-208/home/149450033,OREB,1286066,Y,Y,45.4304349,-75.6631928
PAST SALE,May-19-2022,Condo/Co-op,324 Laurier Ave W #1711,Ottawa,ON,K1N 6P6,451000,1,1.0,Ottawa Centre,,,2009,,,437,Sold,,,https://www.redfin.com/on/ottawa/324-Laurier-Ave-W-K1P-0A4/unit-1711/home/149087614,OREB,1290913,Y,Y,45.4181921,-75.6993538
PAST SALE,February-2-2022,Condo/Co-op,429 Somerset Street St W #414,Ottawa,ON,K2P 2P5,357500,1,1.0,Ottawa,,,,,,374,Sold,,,https://www.redfin.com/on/ottawa/429-Somerset-St-W-K2P-2P5/unit-414/home/148959408,TREB,X5364724,Y,Y,45.4147455,-75.6983435
PAST SALE,March-28-2022,Single Family Residential,17 Garland St,Ottawa,ON,K1Y 2A6,923500,2,3.0,Hintonburg,,1224,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/17-Garland-St-K1Y-2A6/home/149160761,OREB,1279837,Y,Y,45.40714,-75.72509
PAST SALE,March-14-2022,Single Family Residential,1448 Deavy Way,Ottawa,ON,K1E 2W8,560000,3,2.5,Queenswood Heights,,2479,1983,,,,Sold,,,https://www.redfin.com/on/ottawa/1448-Deavy-Way-K1E-2W8/home/148953374,OREB,1281792,Y,Y,45.4758363,-75.49951
PAST SALE,February-4-2022,Condo/Co-op,250 Brittany Dr #312,Ottawa,ON,K1K 4R2,275000,1,1.0,Viscount Alexander,,,1986,,,288,Sold,,,https://www.redfin.com/on/ottawa/250-Brittany-Dr-K1K-4R2/unit-312/home/149717668,OREB,1275141,Y,Y,45.4450311,-75.6470377
PAST SALE,February-16-2022,Condo/Co-op,7 Marquette Ave #613,Ottawa,ON,K1L 8A7,525000,2,1.0,Beechwood Village,,,2015,,,503,Sold,,,https://www.redfin.com/on/ottawa/7-Marquette-Ave-K1L-8A7/unit-613/home/149334266,OREB,1275118,Y,Y,45.4433094,-75.6701568
PAST SALE,January-26-2022,Single Family Residential,330 Applecross Cres,Ottawa,ON,K2K 0C4,750000,3,3.5,Morgans Grant/south March,,2136,2010,,,,Sold,,,https://www.redfin.com/on/ottawa/330-Applecross-Cres-K2K-0C4/home/150179695,OREB,1275354,Y,Y,45.3588928,-75.9254269
PAST SALE,February-11-2022,Condo/Co-op,2000 Jasmine Cres #1016,Ottawa,ON,K1J 8K4,250000,3,1.5,Beacon Hill South,,,1975,,,671,Sold,,,https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-1016/home/150839361,OREB,1275129,Y,Y,45.4387224,-75.5948851
PAST SALE,April-12-2022,Condo/Co-op,221 Petrie Lane,Ottawa,ON,K2K 1Z5,432000,3,1.5,Beaverbrook,,,1977,,,490,Sold,,,https://www.redfin.com/on/ottawa/221-Petrie-Lane-K2K-1Z5/home/150178298,OREB,1284133,Y,Y,45.32504,-75.89023
PAST SALE,July-18-2023,Single Family Residential,856 Mountainview Ave,Ottawa,ON,K2B 5G2,1299900,3,3.5,Whitehaven,2500,12800,1940,,520,,Sold,,,https://www.redfin.com/on/ottawa/856-Mountainview-Ave-K2B-5G2/home/148986308,OREB,1352161,Y,Y,45.3665228,-75.7748195
PAST SALE,February-8-2022,Condo/Co-op,889 Bermuda Ave #2,Ottawa,ON,K1K 0V8,549900,2,2.5,Carson Meadows,,,1984,,,900,Sold,,,https://www.redfin.com/on/ottawa/889-Bermuda-Ave-K1K-0V8/unit-2/home/149427564,OREB,1275741,Y,Y,45.44429,-75.62867
PAST SALE,April-19-2022,Condo/Co-op,360 Patricia Ave #104,Ottawa,ON,K1Z 0A8,400000,1,1.0,Westboro,,,2013,,,327,Sold,,,https://www.redfin.com/on/ottawa/360-Patricia-Ave-K1Z-0A8/unit-104/home/148943471,OREB,1283940,Y,Y,45.3964741,-75.7449689
PAST SALE,February-21-2022,Multi-Family (2-4 Unit),90 Nelson St,Ottawa,ON,K1N 7R5,668000,5,,Mcdonald Gardens,,2975,,,,,Sold,,,https://www.redfin.com/on/ottawa/90-Nelson-St-K1N-7R5/home/149700642,OREB,1273655,Y,Y,45.4310587,-75.6856189
PAST SALE,April-12-2022,Single Family Residential,1542 Tonilee Dr,Ottawa,ON,K1J 1C1,729000,3,2.5,Ogilvie Walk,,3052,1997,,,,Sold,,,https://www.redfin.com/on/ottawa/1542-Tonilee-Dr-K1J-1C1/home/150569824,OREB,1283296,Y,Y,45.4308703,-75.6177163
PAST SALE,April-21-2022,Single Family Residential,223 Jeremiah Kealey St E,Ottawa,ON,K1S 5H3,1900000,3,3.5,Greystone Village,,3122,2018,,,234,Sold,,,https://www.redfin.com/on/ottawa/223-Jeremiah-Kealey-St-K1S-1C3/home/149101790,OREB,1281006,Y,Y,45.4089485,-75.6738501
PAST SALE,March-25-2022,Condo/Co-op,100 Hillside Dr #24,Ottawa,ON,K1K 4J4,430000,3,2.0,Viscount Alexander,,,1989,,,793,Sold,,,https://www.redfin.com/on/ottawa/100-Hillside-Dr-K1K-4J1/unit-24/home/149374514,OREB,1281056,Y,Y,45.4428802,-75.6455711
PAST SALE,January-10-2022,Single Family Residential,528 Prominence Way,Ottawa,ON,K4A 5L2,692630,3,2.5,Avalon East,,1900,2021,,,,Sold,,,https://www.redfin.com/on/ottawa/528-Prominence-Way-K4A-3W6/home/175395367,OREB,1273515,Y,Y,45.4580141,-75.4831727
PAST SALE,May-31-2022,Single Family Residential,212 Chaperal Pvt,Ottawa,ON,K4A 0T6,591000,2,1.5,Chaperal,,1021,2015,,,89,Sold,,,https://www.redfin.com/on/ottawa/212-Chaperal-Pvt-K4A-0T6/home/149629593,OREB,1290784,Y,Y,45.4471522,-75.4944463
PAST SALE,March-9-2022,Condo/Co-op,160 Bruyere St #1,Ottawa,ON,K1N 5E1,420000,1,1.0,Lower Town,,,1983,,,450,Sold,,,https://www.redfin.com/on/ottawa/160-Bruyere-St-K1N-5E1/unit-1/home/149619707,OREB,1280391,Y,Y,45.4330681,-75.693238
PAST SALE,March-23-2022,Condo/Co-op,3415 Uplands Dr #78,Ottawa,ON,K1V 9N4,350000,3,1.5,Hunt Club,,,1978,,,598,Sold,,,https://www.redfin.com/on/ottawa/3415-Uplands-Dr-K1V-9N3/unit-78/home/178450394,OREB,1283144,Y,Y,45.3472672,-75.6693067
PAST SALE,June-9-2022,Condo/Co-op,2136 Bowbank St #21,Ottawa,ON,K1B 4R2,466000,4,2.0,Pineview,,,1975,,,475,Sold,,,https://www.redfin.com/on/ottawa/2136-Bowbank-St-K1B-4R3/unit-21/home/179596595,OREB,1293763,Y,Y,45.4261785,-75.6024052
PAST SALE,May-20-2022,Condo/Co-op,131 Wurtemburg St #802,Ottawa,ON,K1N 1J2,1000000,2,2.0,Lower Town,,,2002,,,1180,Sold,,,https://www.redfin.com/on/ottawa/131-Wurtemburg-St-K1N/unit-802/home/149613925,OREB,1278321,Y,Y,45.4350226,-75.6759175
PAST SALE,April-20-2022,Single Family Residential,309 Frontenac St,Ottawa,ON,K1L 6K8,655000,3,2.0,Vanier,,3659,1951,,,,Sold,,,https://www.redfin.com/on/ottawa/309-Frontenac-St-K1L-6K8/home/149580765,OREB,1283515,Y,Y,45.434797,-75.6569222
PAST SALE,February-2-2022,Single Family Residential,100 Gilmour St,Ottawa,ON,K2P 0N6,1200000,5,2.0,Golden Triangle,,2784,1910,,,,Sold,,,https://www.redfin.com/on/ottawa/100-Gilmour-St-K2P-0N6/home/148860390,OREB,1274146,Y,Y,45.4177477,-75.6858818
PAST SALE,January-26-2022,Condo/Co-op,2625 Regina St #2002,Ottawa,ON,K2B 5W8,305000,2,1.0,Britannia,,,1972,,,662,Sold,,,https://www.redfin.com/on/ottawa/2625-Regina-St-K2B-5W8/unit-2002/home/148889582,OREB,1265278,Y,Y,45.3662364,-75.7916657
PAST SALE,August-5-2022,Single Family Residential,1305 Avenue Ave N,Ottawa,ON,K1G 0A7,608000,3,2.5,Eastway Gardens/industrial Par,,4500,,,,,Sold,,,https://www.redfin.com/on/ottawa/1305-Avenue-N-K1G-0A7/home/148920151,OREB,1307597,Y,Y,45.418499,-75.6458201
PAST SALE,May-9-2022,Single Family Residential,65 Callaghan Pvt,Ottawa,ON,K2K 0A6,725000,3,2.5,Beaverbrook,,1188,2007,,,154,Sold,,,https://www.redfin.com/on/ottawa/65-Callaghan-Pvt-K2K-0A6/home/150354532,OREB,1288326,Y,Y,45.32574,-75.89496
PAST SALE,February-11-2022,Condo/Co-op,2 Parkway Pky #304,Ottawa,ON,K2K 0J4,712000,2,2.0,Beaverbrook,,,2017,,,1090,Sold,,,https://www.redfin.com/on/ottawa/2-The-Pky-K2K-2B6/unit-304/home/178202506,OREB,1276767,Y,Y,45.3246547,-75.8947649
PAST SALE,March-31-2022,Single Family Residential,2900 Ernside Cres,Cumberland,ON,K4C 1B6,850000,3,3.0,Cumberland Estates,,32670,1992,,,,Sold,,,https://www.redfin.com/on/ottawa/2900-Ernside-Cres-K4C-1B6/home/148819239,OREB,1281980,Y,Y,45.5140544,-75.3815079
PAST SALE,January-17-2022,Condo/Co-op,390 Booth St #304,Ottawa,ON,K1R 7K6,422500,1,1.0,Little Italy/centre Town,,,2011,,,580,Sold,,,https://www.redfin.com/on/ottawa/390-Booth-St-K1R-7K6/unit-304/home/149432406,OREB,1259342,Y,Y,45.4065608,-75.7089995
PAST SALE,March-17-2022,Condo/Co-op,13 Jackson Crt,Ottawa,ON,K2K 1B6,600000,3,1.5,Beaverbrook,,,1974,,,590,Sold,,,https://www.redfin.com/on/ottawa/13-Jackson-Crt-K2K-1E5/home/150404155,OREB,1282064,Y,Y,45.3336265,-75.9073469
PAST SALE,May-31-2022,Condo/Co-op,234 Rideau St #809,Ottawa,ON,K1N 0A9,567000,2,2.0,Lower Town/byward Market,,,2011,,,641,Sold,,,https://www.redfin.com/on/ottawa/234-Rideau-St-K1N-0A9/unit-809/home/149437189,OREB,1287619,Y,Y,45.4276124,-75.6877085
PAST SALE,May-17-2022,Condo/Co-op,300 Meilleur Pvt Unit H,Ottawa,ON,K1L 0A2,495000,2,2.0,Beechwood Village,,,2009,,,373,Sold,,,https://www.redfin.com/on/ottawa/300-Meilleur-Pvt-K1L-0A8/unit-H/home/170473209,OREB,1290135,Y,Y,45.4384169,-75.6693912
PAST SALE,January-14-2022,Condo/Co-op,1465 Baseline Rd #102,Ottawa,ON,K2C 3L9,319000,2,1.0,Copeland Park,,,1975,,,680,Sold,,,https://www.redfin.com/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-102/home/148779013,OREB,1274123,Y,Y,45.3612538,-75.7413343
PAST SALE,May-1-2022,Single Family Residential,231 Lebreton St N,Ottawa,ON,K1R 7J2,629000,2,2.0,Centre Town West,,2084,1920,,,,Sold,,,https://www.redfin.com/on/ottawa/231-Lebreton-St-N-K1R-7J2/home/149285041,OREB,1284581,Y,Y,45.4046993,-75.7059384
PAST SALE,June-16-2022,Single Family Residential,518 Cole Ave,Ottawa,ON,K2A 2B3,2475000,4,3.5,Highland Park/westboro,,3871,2016,,,,Sold,,,https://www.redfin.com/on/ottawa/518-Cole-Ave-K2A-2B3/home/149899929,OREB,1298778,Y,Y,45.3868624,-75.7557353
PAST SALE,April-18-2022,Single Family Residential,24 Laurie Crt,Ottawa,ON,K2L 1S4,601000,3,2.0,Glen Cairn,,7500,1970,,,,Sold,,,https://www.redfin.com/on/ottawa/24-Laurie-Crt-K2L-1S4/home/149808743,OREB,1285087,Y,Y,45.2881303,-75.8818174
PAST SALE,February-23-2022,Condo/Co-op,29 Main St #101,Ottawa,ON,K1S 1B1,511000,2,2.0,Ottawa East/canal,,,2002,,,819,Sold,,,https://www.redfin.com/on/ottawa/29-Main-St-K1S-1B1/unit-101/home/149468687,OREB,1278248,Y,Y,45.4141532,-75.6807028
PAST SALE,April-26-2022,Single Family Residential,631 Pine Vista Dr,Ottawa,ON,K4A 5B4,1150000,4,3.5,East Village,,5009,2008,,,,Sold,,,https://www.redfin.com/on/ottawa/631-Pine-Vista-Dr-K4A-5B4/home/148977044,OREB,1286048,Y,Y,45.4738722,-75.4456719
PAST SALE,April-19-2022,Condo/Co-op,3142 Olympic Way,Ottawa,ON,K1T 1Z1,392000,3,1.5,Blossom Park/leitrim,,,1982,,,387,Sold,,,https://www.redfin.com/on/ottawa/3142-Olympic-Way-K1T-1Z1/home/149208161,OREB,1285705,Y,Y,45.3518001,-75.6280059
PAST SALE,March-16-2022,Condo/Co-op,1441 Palmerston Dr #307,Gloucester,ON,K1J 8N9,485000,3,1.5,Carson Grove,,,1977,,,315,Sold,,,https://www.redfin.com/on/ottawa/1441-Palmerston-Dr-K1J-8N9/unit-307/home/150812265,OREB,1280339,Y,Y,45.428623,-75.6208775
PAST SALE,March-30-2022,Condo/Co-op,354 Gladstone Ave #806,Ottawa,ON,K2P 0R4,392000,1,1.0,Centretown,,,2012,,,397,Sold,,,https://www.redfin.com/on/ottawa/354-Gladstone-Ave-K2P-0R4/unit-806/home/172601605,OREB,1283366,Y,Y,45.4122884,-75.6929696
PAST SALE,May-12-2022,Single Family Residential,114 David Kennedy Dr,Dunrobin,ON,K0A 1T0,1262999,3,2.5,Dunrobin Shores,,102540,1992,,,4,Sold,,,https://www.redfin.com/on/ottawa/114-David-Kennedy-Dr-K0A-1T0/home/149792310,OREB,1287753,Y,Y,45.4416544,-75.9965757
PAST SALE,January-25-2022,Condo/Co-op,180 York St #705,Ottawa,ON,K1N 1J6,339000,1,1.0,Byward Market,,,2003,,,504,Sold,,,https://www.redfin.com/on/ottawa/180-York-St-K1N-1J6/unit-705/home/149547372,OREB,1273133,Y,Y,45.4297394,-75.6886339
PAST SALE,May-18-2022,Condo/Co-op,3360 Southgate Rd #2101,Ottawa,ON,K1V 9A6,350000,3,2.0,South Keys,,,1975,,,1153,Sold,,,https://www.redfin.com/on/ottawa/3360-Southgate-Rd-K1V-9A6/unit-2101/home/149373661,OREB,1284770,Y,Y,45.3567636,-75.651711
PAST SALE,April-11-2023,Single Family Residential,115 Mccurdy Dr,Kanata,ON,K2L 3W5,900000,4,3.5,Katimavik,,5050,1988,,,,Sold,,,https://www.redfin.com/on/ottawa/115-McCurdy-Dr-K2L-3W5/home/149898482,OREB,1327790,Y,Y,45.3001716,-75.9008144
PAST SALE,May-9-2022,Condo/Co-op,110 Centrepointe Dr Unit F,Ottawa,ON,K2G 6K3,520000,2,1.5,Centrepointe,,,1998,,,387,Sold,,,https://www.redfin.com/on/ottawa/110-Centrepointe-Dr-K2G-6K3/unit-F/home/174555418,OREB,1290161,Y,Y,45.3447151,-75.7652894
PAST SALE,January-27-2022,Single Family Residential,3395 Dunrobin Rd,Ottawa,ON,K0A 3M0,675000,3,1.5,Woodlawn,,42600,1971,,,,Sold,,,https://www.redfin.com/on/ottawa/3395-Dunrobin-Rd-K0A-3M0/home/149611368,OREB,1273230,Y,Y,45.445607,-76.0536979
PAST SALE,March-16-2022,Single Family Residential,59 Bluebell St,Ottawa,ON,K4A 4Z3,952000,3,2.5,Avalon East,,3961,2004,,,,Sold,,,https://www.redfin.com/on/ottawa/59-Bluebell-St-K4A-4Z3/home/149384600,OREB,1273698,Y,Y,45.4561415,-75.471394
PAST SALE,April-29-2022,Condo/Co-op,58 Barnstone Dr #5,Ottawa,ON,K2G 4R6,475000,2,2.0,Barrhaven East,,,2021,,,304,Sold,,,https://www.redfin.com/on/ottawa/58-Barnstone-Dr-K2G-4R5/unit-5/home/178283720,OREB,1284312,Y,Y,45.2728036,-75.7080652
PAST SALE,May-6-2022,Condo/Co-op,103 Artesa Pvt Unit F,Stittsville,ON,K2S 0J8,414900,2,1.0,Emerald Meadows / Trailwest,,,2011,,,356,Sold,,,https://www.redfin.com/on/ottawa/103-Artesa-Pvt-K2S-0J8/unit-F/home/179269204,OREB,1287055,Y,Y,45.2741454,-75.8622419
PAST SALE,May-22-2023,Single Family Residential,6471 Beausejour Dr,Ottawa,ON,K1C 6V5,789900,4,2.5,Chateauneuf,,5086,1987,,,,Sold,,,https://www.redfin.com/on/ottawa/6471-Beausejour-Dr-K1C-4V9/home/148993490,OREB,1342736,Y,Y,45.4615565,-75.5173065
PAST SALE,May-30-2022,Condo/Co-op,1171 Ambleside Dr #103,Ottawa,ON,K2B 8E1,283000,2,1.0,Ambleside,,,1976,,,740,Sold,,,https://www.redfin.com/on/ottawa/1171-Ambleside-Dr-K2B-8E1/unit-103/home/149169467,OREB,1288831,Y,Y,45.372532,-75.7820856
PAST SALE,March-29-2022,Condo/Co-op,1250 Mcwatters Rd #25,Ottawa,ON,K2C 3E7,385000,3,1.0,Queensway Terrace South,,,1970,,,452,Sold,,,https://www.redfin.com/on/ottawa/1250-Chemin-McWatters-Rd-K2C-3P5/unit-25/home/149036292,OREB,1281795,Y,Y,45.34424,-75.7881
PAST SALE,May-4-2022,Condo/Co-op,400 Laurier Ave E Unit 2A,Ottawa,ON,K1N 8Y2,590000,2,1.5,Sandy Hill,,,1972,,,1154,Sold,,,https://www.redfin.com/on/ottawa/400-Laurier-Ave-E-K1N-8Y2/unit-2A/home/149441294,OREB,1279161,Y,Y,45.4277626,-75.6764492
PAST SALE,January-20-2022,Condo/Co-op,579 Ozawa Pvt,Ottawa,ON,K1K 4Z9,565000,2,1.5,Wateridge Village,,,2020,,,257,Sold,,,https://www.redfin.com/on/ottawa/579-Ozawa-Pvt-K1K/home/172672279,OREB,1273945,Y,Y,45.45207,-75.62824
PAST SALE,January-21-2022,Single Family Residential,199 Tapadero Ave,Ottawa,ON,K2S 1B6,991000,3,3.5,Blackstone,,4588,2020,,,,Sold,,,https://www.redfin.com/on/ottawa/199-Tapadero-Ave-K2S-1B6/home/168851717,OREB,1274240,Y,Y,45.2725523,-75.8817808
PAST SALE,May-13-2022,Single Family Residential,644 New Liskeard Cres,Ottawa,ON,K2J 0N3,975000,4,3.5,Strandherd/barrhaven,,3964,2008,,,,Sold,,,https://www.redfin.com/on/ottawa/644-New-Liskeard-Cres-K2J-0N3/home/149182957,OREB,1290263,Y,Y,45.2683384,-75.7215418
PAST SALE,May-25-2022,Single Family Residential,55 Inverkip Ave,Ottawa,ON,K1T 4B8,599900,3,2.5,Hunt Club Park / Greenboro,,2150,2002,,,,Sold,,,https://www.redfin.com/on/ottawa/55-Inverkip-Ave-K1T-4B8/home/149009170,OREB,1292161,Y,Y,45.368344,-75.6359469
PAST SALE,April-19-2022,Condo/Co-op,134 York St #608,Ottawa,ON,K1N 1K8,400000,1,1.0,Byward Market,,,2004,,,464,Sold,,,https://www.redfin.com/on/ottawa/134-York-St-K1N-1K8/unit-608/home/149571258,OREB,1284636,Y,Y,45.4292286,-75.6892022
PAST SALE,April-29-2022,Condo/Co-op,4818 Hendon Way,Ottawa,ON,K1J 8T1,465000,4,2.5,Cyrville,,,1977,,,359,Sold,,,https://www.redfin.com/on/ottawa/4818-Hendon-Way-K1J-8T1/home/150600479,OREB,1286083,Y,Y,45.4295743,-75.6355733
PAST SALE,June-1-2022,Condo/Co-op,84 Thistledown Crt,Nepean,ON,K2J 1M9,455000,3,1.5,Barrhaven/ Pheasant Run,,,1977,,,320,Sold,,,https://www.redfin.com/on/ottawa/84-Thistledown-Crt-K2J-1M9/home/149081426,OREB,1291777,Y,Y,45.2814749,-75.7559312
PAST SALE,April-8-2022,Single Family Residential,2639 Palings Pvt,Ottawa,ON,K1T 4A4,680000,3,3.5,Emerald Woods,,1600,2003,,,27,Sold,,,https://www.redfin.com/on/ottawa/2639-Palings-Pvt-K1T-4A4/home/149278704,OREB,1284190,Y,Y,45.3491327,-75.6502508
PAST SALE,March-25-2022,Condo/Co-op,290 Pembina Pvt,Ottawa,ON,K4M 0G7,601000,2,2.0,Riverside South,,,2016,,,411,Sold,,,https://www.redfin.com/on/ottawa/290-Pembina-Pvt-K4M-0E2/home/149561775,OREB,1280512,Y,Y,45.2709384,-75.6913591
PAST SALE,March-2-2022,Single Family Residential,4019 Perennial Way,Ottawa,ON,K4P 0G7,1499000,4,3.5,Quinn Farm/ Greely,,25452,2022,,,,Sold,,,https://www.redfin.com/on/ottawa/4019-Perennial-Wy-K4P-0E1/home/178365441,OREB,1274389,Y,Y,45.252574,-75.5720506
PAST SALE,May-17-2022,Single Family Residential,1673 Saxony Cres,Ottawa,ON,K1B 5K8,623000,3,1.5,Pineview,,3463,1984,,,,Sold,,,https://www.redfin.com/on/ottawa/1673-Saxony-Cres-K1B-5K6/home/148777571,OREB,1291896,Y,Y,45.4178915,-75.6030176
PAST SALE,May-19-2022,Single Family Residential,136 Stedman St,Ottawa,ON,K1T 0B4,630000,3,2.5,Deerfield Vilage,,1938,2007,,,,Sold,,,https://www.redfin.com/on/ottawa/136-Stedman-St-K1T-0B4/home/149108972,OREB,1291842,Y,Y,45.3408043,-75.6321748
PAST SALE,March-8-2022,Single Family Residential,153 Post Rd,Ottawa,ON,K2L 1L1,595000,3,1.5,Glen Carin,,5500,1969,,,,Sold,,,https://www.redfin.com/on/ottawa/153-Post-Rd-K2L-1L1/home/149783821,OREB,1278806,Y,Y,45.2938072,-75.8754762
PAST SALE,June-1-2023,Single Family Residential,104 Cantle Cres,Richmond,ON,K0A 2Z0,684900,3,2.5,Fox Run,,2656,2019,,,,Sold,,,https://www.redfin.com/on/ottawa/104-Cantle-Cres-K0A-2Z0/home/149464568,OREB,1344736,Y,Y,45.1863478,-75.8474759
PAST SALE,January-19-2022,Condo/Co-op,515 St Laurent Blvd #1509,Ottawa,ON,K1K 3X5,259000,2,1.0,Viscount Alexander Park,,,1972,,,667,Sold,,,https://www.redfin.com/on/ottawa/515-St-Laurent-Blvd-K1K-3X4/unit-1509/home/149381080,OREB,1271351,Y,Y,45.4441568,-75.6475355
PAST SALE,January-18-2022,Condo/Co-op,915 Elmsmere Rd #411,Ottawa,ON,K1J 8H8,290700,2,1.0,Beacon Hill South,,,1972,,,543,Sold,,,https://www.redfin.com/on/ottawa/915-Elmsmere-Rd-K1J-8H8/unit-411/home/150482016,OREB,1274030,Y,Y,45.4439859,-75.6026292
PAST SALE,March-20-2022,Condo/Co-op,242 Rideau St #2403,Ottawa,ON,K1N 0B7,465000,1,1.0,Sandy Hill,,,2014,,,460,Sold,,,https://www.redfin.com/on/ottawa/242-Rideau-St-K1N-0B7/unit-2403/home/178617995,OREB,1282616,Y,Y,45.4278265,-75.6871347
